"vid","Woord","voc","cons","parsing","morf","lex"
"25004015","2","טָמֵא","VM>",,"VM>/:a","VM>/"
"25004015","3","קָרְאוּ","QR>W",,"QR>[W","QR>["
"25004015","4","לָמוֹ","LMW",,"L+MW","L"
"25004015","5","סוּרוּ","SWRW",,"!!SWR[W","SWR["
"25004015","6","סוּרוּ","SWRW",,"!!SWR[W","SWR["
"25004015","7","אַל",">L",,">L=",">L="
"25004015","8","תִּגָּעוּ","TG<W",,"!T!(NG<[W","NG<["
"25004015","9","כִּי","KJ",,"KJ","KJ"
"25004015","10","נָצוּ","NYW",,"N(WY[W","NWY["
"25004015","11","גַּם","GM",,"GM","GM"
"25004015","12","נָעוּ","N<W",,"N(W<[W","NW<["
"25004015","13","אָֽמְרוּ",">MRW",,">MR[W",">MR["
"25004015","14","בַּגֹּויִם","BGWJM",,"B-(H-GWJ/(JM","GWJ/"
"25004015","15","לֹא","L>",,"L>","L>"
"25004015","16","יֹוסִיפוּ","JWSJPW",,"!J!](H](J&WS&JP[W","JSP["
"25004015","17","לָגֽוּר","LGWR",,"L-!!GWR[/:c","GWR["
"25004016","1","פְּנֵי","PNJ",,"PN(H/J","PNH/"
"25004016","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"25004016","3","חִלְּקָם","XLQM",,"XLQ[:d+M","XLQ["
"25004016","4","לֹא","L>",,"L>","L>"
"25004016","5","יֹוסִיף","JWSJP",,"!J!](H](J&WS&JP[","JSP["
"25004016","6","לְהַבִּיטָם","LHBJVM",,"L-!!]H](NB&JV[/+M","NBV["
"25004016","7","פְּנֵי","PNJ",,"PN(H/J","PNH/"
"25004016","8","כֹהֲנִים","KHNJM",,"KHN/JM","KHN/"
"25004016","9","לֹא","L>",,"L>","L>"
"25004016","10","נָשָׂאוּ","NF>W",,"NF>[W","NF>["
"25004016","11","זקנים","ZQNJM",,"(W-ZQN/JM","ZQN/"
"25004016","12","לֹא","L>",,"L>","L>"
"25004016","13","חָנָֽנוּ","XNNW",,"XNN[W","XNN["
"25004017","1","עודינה","<WDJNH",,"<WD/J+N(W&H","<WD/"
"25004017","2","תִּכְלֶינָה","TKLJNH",,"!T=!KL(H&J[NH","KLH["
"25004017","3","עֵינֵינוּ","<JNJNW",,"<JN/J=+NW","<JN/"
"25004017","4","אֶל",">L",,">L",">L"
"25004017","5","עֶזְרָתֵנוּ","<ZRTNW",,"<ZR(H/T+NW","<ZRH/"
"25004017","6","הָבֶל","HBL",,"HBL/:a","HBL/"
"25004017","7","בְּצִפִּיָּתֵנוּ","BYPJTNW",,"B-YPJ(H/T+NW","YPJH/"
"25004017","8","צִפִּינוּ","YPJNW",,"YP(H&J[NW:d","YPH["
"25004017","9","אֶל",">L",,">L",">L"
"25004017","10","גֹּוי","GWJ",,"GWJ/","GWJ/"
"25004017","11","לֹא","L>",,"L>","L>"
"25004017","12","יֹושִֽׁעַ","JWC<",,"!J!](H](J&WC<[","JC<["
"25004018","1","צָדוּ","YDW",,"Y(WD[W","YWD["
"25004018","2","צְעָדֵינוּ","Y<DJNW",,"Y<D/J+NW","Y<D/"
"25004018","3","מִלֶּכֶת","MLKT",,"M(N-!!(HLK[/T","HLK["
"25004018","4","בִּרְחֹבֹתֵינוּ","BRXBTJNW",,"B-RXB==/(WTJ+NW","RXB==/"
"25004018","5","קָרַב","QRB",,"QRB[","QRB["
"25004018","6","קִצֵּינוּ","QYJNW",,"QY/J+NW","QY/"
"25004018","7","מָלְאוּ","ML>W",,"ML>[W","ML>["
"25004018","8","יָמֵינוּ","JMJNW",,"J(WM/J+NW","JWM/"
"25004018","9","כִּי","KJ",,"KJ","KJ"
"25004018","10","בָא","B>",,"B(W>[","BW>["
"25004018","11","קִצֵּֽינוּ","QYJNW",,"QY/J+NW","QY/"
"25004019","1","קַלִּים","QLJM",,"QL/JM","QL/"
"25004019","2","הָיוּ","HJW",,"HJ(H[W","HJH["
"25004019","3","רֹדְפֵינוּ","RDPJNW",,"RDP[/J+NW","RDP["
"25004019","4","מִנִּשְׁרֵי","MNCRJ",,"M(N-NCR/J","NCR/"
"25004019","5","שָׁמָיִם","CMJM",,"CMJ(M/(JM","CMJM/"
"25004019","6","עַל","<L",,"<L","<L"
"25004019","7","הֶהָרִים","HHRJM",,"H-HR/JM","HR/"
"25004019","8","דְּלָקֻנוּ","DLQNW",,"DLQ[(W+NW","DLQ["
"25004019","9","בַּמִּדְבָּר","BMDBR",,"B-(H-MDBR/:a","MDBR/"
"25004019","10","אָרְבוּ",">RBW",,">RB[W",">RB["
"25004019","11","לָֽנוּ","LNW",,"L+NW","L"
"25004020","1","רוּחַ","RWX",,"RWX/","RWX/"
"25004020","2","אַפֵּינוּ",">PJNW",,">P/J=+NW",">P/"
"25004020","3","מְשִׁיחַ","MCJX",,"MCJX/:c","MCJX/"
"25004020","4","יְהוָה","JHWH",,"JHWH/","JHWH/"
"25004020","5","נִלְכַּד","NLKD",,"]N]LKD[","LKD["
"25004020","6","בִּשְׁחִיתוֹתָם","BCXJTWTM",,"B-CXJT/WT+M","CXJT/"
"25004020","7","אֲשֶׁר",">CR",,">CR",">CR"
"25004020","8","אָמַרְנוּ",">MRNW",,">MR[NW",">MR["
"25004020","9","בְּצִלּוֹ","BYLW",,"B-YL/+W","YL/"
"25004020","10","נִֽחְיֶה","NXJH",,"!N!XJH[","XJH["
"25004020","11","בַגֹּויִֽם","BGWJM",,"B-(H-GWJ/(JM","GWJ/"
"25004021","1","שִׂישִׂי","FJFJ",,"!!F(W&JF[J","FWF["
"25004021","2","וְשִׂמְחִי","WFMXJ",,"W-!!FMX[J","FMX["
"25004021","3","בַּת","BT",,"B(T/T","BT/"
"25004021","4","אֱדֹום",">DWM",,">DWM/",">DWM/"
"25004021","5","יושׁבתי","JWCBTJ",,"J&WCB[/T&J","JCB["
"25004021","6","בְּאֶרֶץ","B>RY",,"B->RY/",">RY/"
"25004021","7","עוּץ","<WY",,"<WY=/","<WY=/"
"25004021","8","גַּם","GM",,"GM","GM"
"25004021","9","עָלַיִךְ","<LJK",,"<L&J+K=","<L"
"25004021","10","תַּעֲבָר","T<BR",,"!T=!<BR[","<BR["
"25004021","11","כֹּוס","KWS",,"KWS/","KWS/"
"25004021","12","תִּשְׁכְּרִי","TCKRJ",,"!T!CKR[J","CKR["
"25004021","13","וְתִתְעָרִֽי","WTT<RJ",,"W-!T!](HT]<R(H[J","<RH["
"25004022","1","תַּם","TM",,"TM(M[","TMM["
"25004022","2","עֲוֺנֵךְ","<WNK",,"<WN/+K=","<WN/"
"25004022","3","בַּת","BT",,"B(T/T","BT/"
"25004022","4","צִיֹּון","YJWN",,"YJWN==/","YJWN==/"
"25004022","5","לֹא","L>",,"L>","L>"
"25004022","6","יֹוסִיף","JWSJP",,"!J!](H](J&WS&JP[","JSP["
"25004022","7","לְהַגְלוֹתֵךְ","LHGLWTK",,"L-!!]H]GL(H[/WT+K=","GLH["
"25004022","8","פָּקַד","PQD",,"PQD[","PQD["
"25004022","9","עֲוֺנֵךְ","<WNK",,"<WN/+K=","<WN/"
"25004022","10","בַּת","BT",,"B(T/T","BT/"
"25004022","11","אֱדֹום",">DWM",,">DWM/",">DWM/"
"25004022","12","גִּלָּה","GLH",,"GLH[:d","GLH["
"25004022","13","עַל","<L",,"<L","<L"
"25004022","14","חַטֹּאתָֽיִךְ","XV>TJK",,"XV(>(T/(W&>TJ+K=","XV>T/"
"25005001","1","זְכֹר","ZKR",,"!!ZKR[","ZKR["
"25005001","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"25005001","3","מֶֽה","MH",,"MH","MH"
"25005001","4","הָיָה","HJH",,"HJH[","HJH["
"25005001","5","לָנוּ","LNW",,"L+NW","L"
"25005001","6","הביט","HBJV",,"!!]H](NB&JV[(H=","NBV["
"25005001","7","וּרְאֵה","WR>H",,"W-!!R>H[","R>H["
"25005001","8","אֶת",">T",,">T",">T"
"25005001","9","חֶרְפָּתֵֽנוּ","XRPTNW",,"XRP(H/T+NW","XRPH/"
"25005002","1","נַחֲלָתֵנוּ","NXLTNW",,"NXL(H/T+NW","NXLH/"
"25005002","2","נֶֽהֶפְכָה","NHPKH",,"]N]HPK[H","HPK["
"25005002","3","לְזָרִים","LZRJM",,"L-ZR/JM","ZR/"
"25005002","4","בָּתֵּינוּ","BTJNW",,"B(JT/J+NW","BJT/"
"25005002","5","לְנָכְרִֽים","LNKRJM",,"L-NKR(J/JM","NKRJ/"
"25005003","1","יְתֹומִים","JTWMJM",,"JTWM/JM","JTWM/"
"25005003","2","הָיִינוּ","HJJNW",,"HJ(H&J[NW","HJH["
"25005003","3","אין",">JN",,"(W->JN/:c",">JN/"
"25005003","4","אָב",">B",,">B/:a",">B/"
"25005003","5","אִמֹּתֵינוּ",">MTJNW",,">M/(WTJ+NW",">M/"
"25005003","6","כְּאַלְמָנֹֽות","K>LMNWT",,"K->LMN(H/WT:a",">LMNH/"
"25005004","1","מֵימֵינוּ","MJMJNW",,"MJM/J+NW","MJM/"
"25005004","2","בְּכֶסֶף","BKSP",,"B-KSP/","KSP/"
"25005004","3","שָׁתִינוּ","CTJNW",,"CT(H&J[NW","CTH["
"25005004","4","עֵצֵינוּ","<YJNW",,"<Y/J+NW","<Y/"
"25005004","5","בִּמְחִיר","BMXJR",,"B-MXJR/","MXJR/"
"25005004","6","יָבֹֽאוּ","JB>W",,"!J!B(W>[W","BW>["
"25005005","1","עַל","<L",,"<L","<L"
"25005005","2","צַוָּארֵנוּ","YW>RNW",,"YW>R/+NW","YW>R/"
"25005005","3","נִרְדָּפְנוּ","NRDPNW",,"]N]RDP[NW","RDP["
"25005005","4","יָגַעְנוּ","JG<NW",,"JG<[NW","JG<["
"25005005","5","לא","L>",,"(W-L>","L>"
"25005005","6","הֽוּנַֽח","HWNX",,"]H&W]N(WX[:u","NWX["
"25005005","7","לָֽנוּ","LNW",,"L+NW","L"
"25005006","1","מִצְרַיִם","MYRJM",,"MYRJM/","MYRJM/"
"25005006","2","נָתַנּוּ","NTNW",,"NT(N[NW","NTN["
"25005006","3","יָד","JD",,"JD/:a","JD/"
"25005006","4","אַשּׁוּר",">CWR",,">CWR/",">CWR/"
"25005006","5","לִשְׂבֹּעַֽ","LFB<",,"L-!!FB<[/:c","FB<["
"25005006","6","לָֽחֶם","LXM",,"LXM/:a","LXM/"
"25005007","1","אֲבֹתֵינוּ",">BTJNW",,">B/(WTJ+NW",">B/"
"25005007","2","חָֽטְאוּ","XV>W",,"XV>[W","XV>["
"25005007","3","אינם",">JNM",,"(W->JN/+M",">JN/"
"25005007","4","אנחנו",">NXNW",,"(W->NXNW",">NXNW"
"25005007","5","עֲוֹנֹתֵיהֶם","<WNTJHM",,"<WN/(WTJ+HM","<WN/"
"25005007","6","סָבָֽלְנוּ","SBLNW",,"SBL[NW","SBL["
"25005008","1","עֲבָדִים","<BDJM",,"<BD/JM","<BD/"
"25005008","2","מָשְׁלוּ","MCLW",,"MCL[W","MCL["
"25005008","3","בָנוּ","BNW",,"B+NW","B"
"25005008","4","פֹּרֵק","PRQ",,"PRQ[/","PRQ["
"25005008","5","אֵין",">JN",,">JN/:c",">JN/"
"25005008","6","מִיָּדָֽם","MJDM",,"M(N-JD/+M","JD/"
"25005009","1","בְּנַפְשֵׁנוּ","BNPCNW",,"B-NPC/+NW","NPC/"
"25005009","2","נָבִיא","NBJ>",,"!N!](H]B(W&J>[","BW>["
"25005009","3","לַחְמֵנוּ","LXMNW",,"LXM/+NW","LXM/"
"25005009","4","מִפְּנֵי","MPNJ",,"M(N-PN(H/J","PNH/"
"25005009","5","חֶרֶב","XRB",,"XRB/","XRB/"
"25005009","6","הַמִּדְבָּֽר","HMDBR",,"H-MDBR/:a","MDBR/"
"25005010","1","עוֹרֵנוּ","<WRNW",,"<WR=/+NW","<WR=/"
"25005010","2","כְּתַנּוּר","KTNWR",,"K-TNWR/","TNWR/"
"25005010","3","נִכְמָרוּ","NKMRW",,"]N]KMR[W","KMR["
"25005010","4","מִפְּנֵי","MPNJ",,"M(N-PN(H/J","PNH/"
"25005010","5","זַלְעֲפֹות","ZL<PWT",,"ZL<P(H/WT:c","ZL<PH/"
"25005010","6","רָעָֽב","R<B",,"R<B/:a","R<B/"
"25005011","1","נָשִׁים","NCJM",,"(>&NC(H/JM",">CH/"
"25005011","2","בְּצִיֹּון","BYJWN",,"B-YJWN==/","YJWN==/"
"25005011","3","עִנּוּ","<NW",,"<N(H=[W:d","<NH=["
"25005011","4","בְּתֻלֹת","BTLT",,"BT(WL(H/(WT","BTWLH/"
"25005011","5","בְּעָרֵי","B<RJ",,"B-<(JR/J","<JR/"
"25005011","6","יְהוּדָֽה","JHWDH",,"JHWDH/","JHWDH/"
"25005012","1","שָׂרִים","FRJM",,"FR/JM","FR/"
"25005012","2","בְּיָדָם","BJDM",,"B-JD/+M","JD/"
"25005012","3","נִתְלוּ","NTLW",,"]N]TL(H[W","TLH["
"25005012","4","פְּנֵי","PNJ",,"PN(H/J","PNH/"
"25005012","5","זְקֵנִים","ZQNJM",,"ZQN/JM","ZQN/"
"25005012","6","לֹא","L>",,"L>","L>"
"25005012","7","נֶהְדָּֽרוּ","NHDRW",,"]N]HDR[W","HDR["
"25005013","1","בַּחוּרִים","BXWRJM",,"BXWR/JM","BXWR/"
"25005013","2","טְחֹון","VXWN",,"VXWN/","VXWN/"
"25005013","3","נָשָׂאוּ","NF>W",,"NF>[W","NF>["
"25005013","4","וּנְעָרִים","WN<RJM",,"W-N<R/JM","N<R/"
"25005013","5","בָּעֵץ","B<Y",,"B-(H-<Y/","<Y/"
"25005013","6","כָּשָֽׁלוּ","KCLW",,"KCL[W","KCL["
"25005014","1","זְקֵנִים","ZQNJM",,"ZQN/JM","ZQN/"
"25005014","2","מִשַּׁעַר","MC<R",,"M(N-C<R/","C<R/"
"25005014","3","שָׁבָתוּ","CBTW",,"CBT[W","CBT["
"25005014","4","בַּחוּרִים","BXWRJM",,"BXWR/JM","BXWR/"
"25005014","5","מִנְּגִינָתָֽם","MNGJNTM",,"M(N-NGJN(H/T+M","NGJNH/"
"25005015","1","שָׁבַת","CBT",,"CBT[","CBT["
"25005015","2","מְשֹׂושׂ","MFWF",,"MFWF/:c","MFWF/"
"25005015","3","לִבֵּנוּ","LBNW",,"LB/+NW","LB/"
"25005015","4","נֶהְפַּךְ","NHPK",,"]N]HPK[","HPK["
"25005015","5","לְאֵבֶל","L>BL",,"L->BL==/",">BL==/"
"25005015","6","מְחֹלֵֽנוּ","MXLNW",,"MX(WL/+NW","MXWL/"
"25005016","1","נָֽפְלָה","NPLH",,"NPL[H","NPL["
"25005016","2","עֲטֶרֶת","<VRT",,"<VR(T/T","<VRT/"
"25005016","3","רֹאשֵׁנוּ","R>CNW",,"R>C/+NW","R>C/"
"25005016","4","אֹֽוי",">WJ",,">WJ",">WJ"
"25005016","5","נָא","N>",,"N>","N>"
"25005016","6","לָנוּ","LNW",,"L+NW","L"
"25005016","7","כִּי","KJ",,"KJ","KJ"
"25005016","8","חָטָֽאנוּ","XV>NW",,"XV>[NW","XV>["
"25005017","1","עַל","<L",,"<L","<L"
"25005017","2","זֶה","ZH",,"ZH","ZH"
"25005017","3","הָיָה","HJH",,"HJH[","HJH["
"25005017","4","דָוֶה","DWH",,"DWH/:a","DWH/"
"25005017","5","לִבֵּנוּ","LBNW",,"LB/+NW","LB/"
"25005017","6","עַל","<L",,"<L","<L"
"25005017","7","אֵלֶּה",">LH",,">LH",">LH"
"25005017","8","חָשְׁכוּ","XCKW",,"XCK[W","XCK["
"25005017","9","עֵינֵֽינוּ","<JNJNW",,"<JN/J=+NW","<JN/"
"25005018","1","עַל","<L",,"<L","<L"
"25005018","2","הַר","HR",,"HR/","HR/"
"25005018","3","צִיֹּון","YJWN",,"YJWN==/","YJWN==/"
"25005018","4","שֶׁשָּׁמֵם","CCMM",,"C-CMM/:a","CMM/"
"25005018","5","שׁוּעָלִים","CW<LJM",,"CW<L/JM","CW<L/"
"25005018","6","הִלְּכוּ","HLKW",,"HLK[W:d","HLK["
"25005018","7","בֽוֹ","BW",,"B+W","B"
"25005019","1","אַתָּה",">TH",,">TH",">TH"
"25005019","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"25005019","3","לְעֹולָם","L<WLM",,"L-<WLM/:a","<WLM/"
"25005019","4","תֵּשֵׁב","TCB",,"!T!(JCB[","JCB["
"25005019","5","כִּסְאֲךָ","KS>K",,"KS>/+K","KS>/"
"25005019","6","לְדֹר","LDR",,"L-D(WR/","DWR/"
"25005019","7","וָדֹֽור","WDWR",,"W-DWR/","DWR/"
"25005020","1","לָמָּה","LMH",,"LMH","LMH"
"25005020","2","לָנֶצַח","LNYX",,"L-NYX/","NYX/"
"25005020","3","תִּשְׁכָּחֵנוּ","TCKXNW",,"!T!CKX[+NW","CKX["
"25005020","4","תַּֽעַזְבֵנוּ","T<ZBNW",,"!T!<ZB[+NW","<ZB["
"25005020","5","לְאֹרֶךְ","L>RK",,"L->RK=/",">RK=/"
"25005020","6","יָמִֽים","JMJM",,"J(WM/JM","JWM/"
"25005021","1","הֲשִׁיבֵנוּ","HCJBNW",,"!!]H]C(W&JB[+NW","CWB["
"25005021","2","יְהוָה","JHWH",,"JHWH/","JHWH/"
"25005021","3","אֵלֶיךָ",">LJK",,">L&J+K",">L"
"25005021","4","ונשׁוב","WNCWB",,"W-!N!CWB[(H=","CWB["
"25005021","5","חַדֵּשׁ","XDC",,"!!XDC[:d","XDC["
"25005021","6","יָמֵינוּ","JMJNW",,"J(WM/J+NW","JWM/"
"25005021","7","כְּקֶֽדֶם","KQDM",,"K-QDM/","QDM/"
"25005022","1","כִּי","KJ",,"KJ","KJ"
"25005022","2","אִם",">M",,">M",">M"
"25005022","3","מָאֹס","M>S",,"!!M>S[/:a","M>S["
"25005022","4","מְאַסְתָּנוּ","M>STNW",,"M>S[T+NW","M>S["
"25005022","5","קָצַפְתָּ","QYPT",,"QYP[T","QYP["
"25005022","6","עָלֵינוּ","<LJNW",,"<L&J+NW","<L"
"25005022","7","עַד","<D",,"<D","<D"
"25005022","8","מְאֹֽד","M>D",,"M>D/","M>D/"
"17001001","1","וַיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"17001001","2","בִּימֵי","BJMJ",,"B-J(WM/J","JWM/"
"17001001","3","אֲחַשְׁוֵרֹושׁ",">XCWRWC",,">XCWRWC/",">XCWRWC/"
"17001001","4","הוּא","HW>",,"HW>","HW>"
"17001001","5","אֲחַשְׁוֵרֹושׁ",">XCWRWC",,">XCWRWC/",">XCWRWC/"
"17001001","6","הַמֹּלֵךְ","HMLK",,"H-MLK[/","MLK["
"17001001","7","מֵהֹדּוּ","MHDW",,"M(N-HDW/","HDW/"
"17001001","8","וְעַד","W<D",,"W-<D","<D"
"17001001","9","כּוּשׁ","KWC",,"KWC/","KWC/"
"17001001","10","שֶׁבַע","CB<",,"CB</:a","CB</"
"17001001","11","וְעֶשְׂרִים","W<FRJM",,"W-<FR(J(M/JM","<FRJM/"
"17001001","12","וּמֵאָה","WM>H",,"W-M>(H/H","M>H/"
"17001001","13","מְדִינָֽה","MDJNH",,"MDJN(H/H","MDJNH/"
"17001002","1","בַּיָּמִים","BJMJM",,"B-(H-J(WM/JM","JWM/"
"17001002","2","הָהֵם","HHM",,"H-HM","HM"
"17001002","3","כְּשֶׁבֶת","KCBT",,"K-!!(JCB[/T","JCB["
"17001002","4","הַמֶּלֶךְ","HMLK",,"H-MLK/","MLK/"
"17001002","5","אֲחַשְׁוֵרֹושׁ",">XCWRWC",,">XCWRWC/",">XCWRWC/"
"17001002","6","עַל","<L",,"<L","<L"
"17001002","7","כִּסֵּא","KS>",,"KS>/","KS>/"
"17001002","8","מַלְכוּתוֹ","MLKWTW",,"MLKW(T/T+W","MLKWT/"
"17001002","9","אֲשֶׁר",">CR",,">CR",">CR"
"17001002","10","בְּשׁוּשַׁן","BCWCN",,"B-CWCN=/","CWCN=/"
"17001002","11","הַבִּירָֽה","HBJRH",,"H-BJR(H/H","BJRH/"
"17001003","1","בִּשְׁנַת","BCNT",,"B-CN(H/T:c","CNH/"
"17001003","2","שָׁלֹושׁ","CLWC",,"CL&WC/:a","CLC/"
"17001003","3","לְמָלְכוֹ","LMLKW",,"L-!!MLK[/+W","MLK["
"17001003","4","עָשָׂה","<FH",,"<FH[","<FH["
"17001003","5","מִשְׁתֶּה","MCTH",,"MCTH/:a","MCTH/"
"17001003","6","לְכָל","LKL",,"L-KL/","KL/"
"17001003","7","שָׂרָיו","FRJW",,"FR/J+W","FR/"
"17001003","8","וַעֲבָדָיו","W<BDJW",,"W-<BD/J+W","<BD/"
"17001003","9","חֵיל","XJL",,"XJL/:c","XJL/"
"17001003","10","פָּרַס","PRS",,"PRS=/","PRS=/"
"17001003","11","וּמָדַי","WMDJ",,"W-MDJ/","MDJ/"
"17001003","12","הַֽפַּרְתְּמִים","HPRTMJM",,"H-PRTM(J(M/JM","PRTMJM/"
"17001003","13","וְשָׂרֵי","WFRJ",,"W-FR/J","FR/"
"17001003","14","הַמְּדִינֹות","HMDJNWT",,"H-MDJN(H/WT","MDJNH/"
"17001003","15","לְפָנָֽיו","LPNJW",,"L-PN(H/J+W","PNH/"
"17001004","1","בְּהַרְאֹתוֹ","BHR>TW",,"B-!!]H]R>(H[/(WT+W","R>H["
"17001004","2","אֶת",">T",,">T",">T"
"17001004","3","עֹשֶׁר","<CR",,"<CR/","<CR/"
"17001004","4","כְּבֹוד","KBWD",,"KBWD/:c","KBWD/"
"17001004","5","מַלְכוּתוֹ","MLKWTW",,"MLKW(T/T+W","MLKWT/"
"17001004","6","וְאֶת","W>T",,"W->T",">T"
"17001004","7","יְקָר","JQR",,"JQR=/","JQR=/"
"17001004","8","תִּפְאֶרֶת","TP>RT",,"TP>R(T/T","TP>RT/"
"17001004","9","גְּדוּלָּתוֹ","GDWLTW",,"GDWL(H/T+W","GDWLH/"
"17001004","10","יָמִים","JMJM",,"J(WM/JM","JWM/"
"17001004","11","רַבִּים","RBJM",,"RB/JM","RB/"
"17001004","12","שְׁמֹונִים","CMWNJM",,"CM&WN(H/JM","CMNH/"
"17001004","13","וּמְאַת","WM>T",,"W-M>(H/T:c","M>H/"
"17001004","14","יֹֽום","JWM",,"JWM/","JWM/"
"17001005","1","וּבִמְלֹואת","WBMLW>T",,"W-B-!!ML&W>[/T","ML>["
"17001005","2","הַיָּמִים","HJMJM",,"H-J(WM/JM","JWM/"
"17001005","3","הָאֵלֶּה","H>LH",,"H->LH",">LH"
"17001005","4","עָשָׂה","<FH",,"<FH[","<FH["
"17001005","5","הַמֶּלֶךְ","HMLK",,"H-MLK/","MLK/"
"17001005","6","לְכָל","LKL",,"L-KL/","KL/"
"17001005","7","הָעָם","H<M",,"H-<M/:a","<M/"
"17001005","8","הַנִּמְצְאִים","HNMY>JM",,"H-]N]MY>[/JM","MY>["
"17001005","9","בְּשׁוּשַׁן","BCWCN",,"B-CWCN=/","CWCN=/"
"17001005","10","הַבִּירָה","HBJRH",,"H-BJR(H/H","BJRH/"
"17001005","11","לְמִגָּדֹול","LMGDWL",,"L-M(N-GDWL/:a","GDWL/"
"17001005","12","וְעַד","W<D",,"W-<D","<D"
"17001005","13","קָטָן","QVN",,"QVN=/","QVN=/"
"17001005","14","מִשְׁתֶּה","MCTH",,"MCTH/:a","MCTH/"
"17001005","15","שִׁבְעַת","CB<T",,"CB</T:c","CB</"
"17001005","16","יָמִים","JMJM",,"J(WM/JM","JWM/"
"17001005","17","בַּחֲצַר","BXYR",,"B-XYR/:c","XYR/"
"17001005","18","גִּנַּת","GNT",,"GN(H/T:c","GNH/"
"17001005","19","בִּיתַן","BJTN",,"BJTN/:c","BJTN/"
"17001005","20","הַמֶּֽלֶךְ","HMLK",,"H-MLK/","MLK/"
"17001006","1","חוּר","XWR",,"XWR/","XWR/"
"17001006","2","כַּרְפַּס","KRPS",,"KRPS/","KRPS/"
"17001006","3","וּתְכֵלֶת","WTKLT",,"W-TKL(T/T","TKLT/"
"17001006","4","אָחוּז",">XWZ",,">X&WZ[/:pa",">XZ["
"17001006","5","בְּחַבְלֵי","BXBLJ",,"B-XBL=/J","XBL=/"
"17001006","6","בוּץ","BWY",,"BWY/","BWY/"
"17001006","7","וְאַרְגָּמָן","W>RGMN",,"W->RGMN/",">RGMN/"
"17001006","8","עַל","<L",,"<L","<L"
"17001006","9","גְּלִילֵי","GLJLJ",,"GLJL/J","GLJL/"
"17001006","10","כֶסֶף","KSP",,"KSP/","KSP/"
"17001006","11","וְעַמּוּדֵי","W<MWDJ",,"W-<MWD/J","<MWD/"
"17001006","12","שֵׁשׁ","CC",,"CC==/","CC==/"
"17001006","13","מִטֹּות","MVWT",,"MV(H=/WT","MVH=/"
"17001006","14","זָהָב","ZHB",,"ZHB/:a","ZHB/"
"17001006","15","וָכֶסֶף","WKSP",,"W-KSP/","KSP/"
"17001006","16","עַל","<L",,"<L","<L"
"17001006","17","רִֽצְפַת","RYPT",,"RYP(H=/T:c","RYPH=/"
"17001006","18","בַּהַט","BHV",,"BHV/","BHV/"
"17001006","19","וָשֵׁשׁ","WCC",,"W-CC==/","CC==/"
"17001006","20","וְדַר","WDR",,"W-DR/","DR/"
"17001006","21","וְסֹחָֽרֶת","WSXRT",,"W-SXR(T/T:a","SXRT/"
"17001007","1","וְהַשְׁקֹות","WHCQWT",,"W-!!]H]CQ(H[/WT","CQH["
"17001007","2","בִּכְלֵי","BKLJ",,"B-KL(J/J","KLJ/"
"17001007","3","זָהָב","ZHB",,"ZHB/:a","ZHB/"
"17001007","4","וְכֵלִים","WKLJM",,"W-KL(J/JM","KLJ/"
"17001007","5","מִכֵּלִים","MKLJM",,"M(N-KL(J/JM","KLJ/"
"17001007","6","שֹׁונִים","CWNJM",,"C&WN(H[/JM","CNH["
"17001007","7","וְיֵין","WJJN",,"W-JJN/:c","JJN/"
"17001007","8","מַלְכוּת","MLKWT",,"MLKW(T/T","MLKWT/"
"17001007","9","רָב","RB",,"RB/:a","RB/"
"17001007","10","כְּיַד","KJD",,"K-JD/:c","JD/"
"17001007","11","הַמֶּֽלֶךְ","HMLK",,"H-MLK/","MLK/"
"17001008","1","וְהַשְּׁתִיָּה","WHCTJH",,"W-H-CTJ(H/H","CTJH/"
"17001008","2","כַדָּת","KDT",,"K-(H-DT/","DT/"
"17001008","3","אֵין",">JN",,">JN/:c",">JN/"
"17001008","4","אֹנֵס",">NS",,">NS[/",">NS["
"17001008","5","כִּי","KJ",,"KJ","KJ"
"17001008","6","כֵן","KN",,"KN","KN"
"17001008","7","יִסַּד","JSD",,"JSD[:d","JSD["
"17001008","8","הַמֶּלֶךְ","HMLK",,"H-MLK/","MLK/"
"17001008","9","עַל","<L",,"<L","<L"
"17001008","10","כָּל","KL",,"KL/","KL/"
"17001008","11","רַב","RB",,"RB==/","RB==/"
"17001008","12","בֵּיתוֹ","BJTW",,"BJT/+W","BJT/"
"17001008","13","לַעֲשֹׂות","L<FWT",,"L-!!<F(H[/WT","<FH["
"17001008","14","כִּרְצֹון","KRYWN",,"K-RYWN/:c","RYWN/"
"17001008","15","אִישׁ",">JC",,">JC/",">JC/"
"17001008","16","וָאִֽישׁ","W>JC",,"W->JC/",">JC/"
"17001009","1","גַּם","GM",,"GM","GM"
"17001009","2","וַשְׁתִּי","WCTJ",,"WCTJ/","WCTJ/"
"17001009","3","הַמַּלְכָּה","HMLKH",,"H-MLK(H/H","MLKH/"
"17001009","4","עָשְׂתָה","<FTH",,"<F(H[&TH","<FH["
"17001009","5","מִשְׁתֵּה","MCTH",,"MCTH/:c","MCTH/"
"17001009","6","נָשִׁים","NCJM",,"(>&NC(H/JM",">CH/"
"17001009","7","בֵּית","BJT",,"BJT/:c","BJT/"
